技能名称,相似技能1,相似度1,相似技能2,相似度2,相似技能3,相似度3,相似技能4,相似度4,相似技能5,相似度5,相似技能6,相似度6,相似技能7,相似度7,相似技能8,相似度8,相似技能9,相似度9,相似技能10,相似度10
组件化,后端开发实现方式,0.8,python程序,0.8,基础车辆产品知识,0.8,物流知识,0.76,svm,0.76,背景知识,0.76,软件测试基本规范,0.7200000000000001,数据结构,0.7200000000000001,销售意识,0.7200000000000001,es6+,0.68
财务收支计划,兴趣爱好,0.9,稳定性,0.9,资产管理,0.9,国家会计法规,0.9,word文档,0.9,财务资格证书,0.9,独立学习,0.9,财务软件,0.8,职业操,0.76,,
国内外资本市场,财务各,0.8,文件撰写,0.76,批判性思维,0.7200000000000001,高管理动机,0.68,强烈成就动机,0.65,ppt操作,0.65,保密意识,0.6400000000000001,职业操,0.6000000000000001,文字功底,0.5599999999999999,,
品牌服装企业运作流程,文案处理,0.9,商品运营管理流程,0.9,数据分析方法,0.9,offic办公软件,0.9,珠宝行业发展趋势,0.9,计算机软件,0.9,竞品商品运营情况,0.9,中英文水平,0.8,创新的想法,0.76,,
自主完成数据提取,svm,0.95,逻辑化,0.95,危险化学品,0.95,offic办公软件,0.95,决策力,0.95,组织协调力,0.95,英语四级证书,0.95,逻辑回归,0.95,团队协作意识,0.8,,
前端模块化开发,后端开发实现方式,0.8,背景知识,0.76,销售意识,0.7200000000000001,es6+,0.68,less,0.6400000000000001,组织管理,0.6000000000000001,html5css,0.5599999999999999,react技术栈,0.52,组件化,0.48,,
决策判断,财务分析,0.85,客户投放需求,0.85,英语表达,0.85,基本会计准则,0.85,各维度解读,0.85,公司企业内控体系,0.85,风险控制,0.8,计算机办公常用软件,0.76,组织规划,0.7200000000000001,,
区域楼盘情况,沟通表达理,1.54,亲和؜力,1.46,人格魅力,0.9,逻辑协调,0.9,沟通力,0.9,业务协作关系,0.9,语言表达,0.9,进取心,0.9,强烈成功欲望,0.8,勇于挑战固,0.8
结合用户需求设计开发产品,产品项目管理相关工具,0.8,互联网快速迭代开发的模式,0.76,软件需求分析,0.7200000000000001,铸铁类产品开发流程,0.68,axcure,0.65,三维设计工具,0.65,产品设计相关流程,0.6400000000000001,管理流程,0.6000000000000001,在校成绩良好,0.5599999999999999,,
产品分析,服务意识足,0.95,团队意识,0.95,自驱动力,0.95,音视频,0.95,产品设计功底,0.95,沟通表达理,0.95,开拓精神,0.95,探索精神,0.95,英文沟通,0.8,,
业务判断力,业务理,0.8,社会关系网络,0.76,乐于挑战未知,0.7200000000000001,市场拓展素质,0.7,知识背景,0.7,英语听,0.7,中文写作经验,0.68,资源拓展整合,0.6400000000000001,组织行为,0.6000000000000001,,
敏锐进取,英语沟通,0.8,校内外活动,0.76,实践经历,0.7200000000000001,创新求变,0.7,ppt操作,0.7,光学材料,0.7,行业业务,0.68,装配测试技术知识,0.6400000000000001,学习敏锐度,0.6000000000000001,,
数据质量产品,出差沟通需求,1.48,短期在客户现场作业,1.36,数据库知识,1.1199999999999999,db2,0.8,领导力,0.8,理解力,0.76,数据变化敏感度,0.7200000000000001,数据迁移,0.65,型关系型数据库,0.65,数据模型设计方法,0.6400000000000001
图像理,caffe,0.8,python程序,0.76,数据结构,0.7200000000000001,通用目标,0.68,数学基础,0.6400000000000001,机器学习,0.6000000000000001,图像分类,0.6,图像处理,0.5599999999999999,视频分析,0.52,,
金融市场,债券方,0.85,python程序,0.85,黑色现货,0.85,负责量化交易系统研发,0.85,医药信息收集,0.85,柜台交易系统,0.85,各类交易规则,0.8,债券基础知识,0.76,人际沟通影响力,0.7200000000000001,,
机械类相关证书,爱岗敬业,0.8,快速适应,0.76,责任感6,0.7200000000000001,极富团队合作精神,0.7,沟通协作,0.68,抗压性,0.6400000000000001,英语四级通,0.6000000000000001,,,,,,
计算机知识,商务谈判,0.85,17-26岁,0.85,亲和؜力,0.85,形象好,0.85,资源拓展整合,0.85,高效执行力,0.85,游戏行业,0.8,销售思维,0.76,项目型思维,0.7200000000000001,,
设计基础,审美力,1.7000000000000002,审美品味,0.9,产品设计,0.9,问题分析,0.9,印刷流程,0.9,业法律法规,0.9,各类设计软件,0.9,手绘板绘制,0.8,想象力,0.8,主流包装工艺,0.8
行业生态,工作积极主动,0.8,文字表现,0.8,目标敏感,0.8,新想法思路,0.8,市场主流游戏产品,0.8,校级社团,0.8,社会实践经历,0.76,平台逻辑,0.7200000000000001,电脑外设产品,0.68,,
结构设计软件,盲色弱,0.8,对增稠剂,0.76,多种包装材料的应用性能,0.7200000000000001,印刷包装材料领,0.68,设备仪器,0.65,分散染料,0.65,油墨制作,0.6400000000000001,未受过记过处分,0.6000000000000001,印刷方面,0.5599999999999999,,
培训技巧,执行力,0.95,用户服务意识,0.95,ppt操作,0.95,化办公软件,0.95,沟通表达理,0.95,极富团队合作精神,0.95,书写流,0.95,人际交往,0.95,超声影像设备诊断,0.8,,
数字观念,电路板设计,0.95,效沟通技巧,0.95,个人操守,0.95,主人翁意识,0.95,书面沟通,0.95,高度额责任心,0.95,逻辑概念,0.95,处理问题,0.95,人际界面优,0.8,,
类似产品开发经验,主动性,1.0,创新意思,1.0,高度额责任心,1.0,创造力,1.0,解决问题的意识,1.0,文字功底,1.0,化办公软件,1.0,同理心,1.0,心理资格证,1.0,设计院,0.95
搭建公式,数据架构,0.95,图形硬件架构,0.95,数据逻辑思维,0.95,应用函数,0.95,数组公式,0.95,spark,0.95,逻辑化,0.95,分析背景,0.95,数据仓库理论,0.8,,
软件开发过程,数据结构,0.8,html5css,0.76,web业务开发,0.7200000000000001,网站开发过程,0.68,mvc框架,0.6400000000000001,分布式系统设计,0.6000000000000001,svn版本维护,0.6,opensource软件开发,0.5599999999999999,yii2经验,0.52,,
东西方文化,文化流行趋势,1.63,网络媒体运营经验,1.43,销售理念,0.95,国际化工作的意,0.95,西班牙语国家文化,0.95,西班牙语,0.95,灵活解决问题,0.95,英文沟通,0.95,西班牙文阅读,0.8,学科功底,0.8
实验设计思路,英文书写,0.85,叶片造型,0.85,经济知识,0.85,财务会计知识,0.85,基本实验基础,0.85,行业研究,0.85,统计分析原理,0.8,损失模型,0.76,多级轴流压气机气动设计体系,0.7200000000000001,,
常用分析仪器,入质量策划,0.8,目标敏感,0.76,药品分析理论知识,0.7200000000000001,操作技能,0.68,自驱动力,0.6400000000000001,组织产品制程异常分析,0.6000000000000001,自驱力,0.6,工作责任感,0.5599999999999999,钻研精神,0.52,,
测试流程,设计方法,1.8,python程序,1.6600000000000001,理论基础知识,1.6,测试理论,0.9,scapy,0.9,linux系统,0.9,嵌入式软件性能测试,0.9,测试工作,0.9,测试方法,0.9,桌面虚拟化技术,0.9
卡尔曼滤波器,机器人学基础知识,0.8,数学基础,0.76,线性代数,0.7200000000000001,李群李代数,0.68,图像处理算法,0.6400000000000001,darknet,0.6000000000000001,机器翻译系统的效果优化,0.6,全局路径规划算法,0.5599999999999999,图像处理基础,0.52,,
反推过市面arpg,文字呈现,0.8,逻辑思考力,0.8,游戏设计,0.8,策划逻辑,0.8,热爱化妆,0.8,客户沟通运作流程,0.8,技能设计,0.76,思路开阔,0.7200000000000001,关卡设计,0.68,,
电商运营流程,数理分析逻辑,0.8,平台产品在内容分发,0.76,组织沟通,0.7200000000000001,逻辑思考力,0.68,客户之上意识,0.65,操作系统,0.65,linux操作命令4,0.6400000000000001,linux常用命令,0.6000000000000001,平台运作流程,0.5599999999999999,,
计算机视觉基础知识,时频域变换,0.8,机器学习基本理论,0.8,材料、力学,0.8,caffe,0.8,多视图几何数学原理,0.8,loam,0.8,python程序,0.76,pcl,0.7200000000000001,激光建图定位,0.68,,
电机微观振动机理,hyperworks,0.8,网格划分及静强度,0.76,弹塑性力学,0.7200000000000001,计算机专业基础知识,0.7,流体仿真分析,0.7,ansa,0.7,abaqus,0.68,步进电机,0.6400000000000001,材料、力学,0.6000000000000001,,
短视频,流量规则,0.8,产品信息,0.8,护肤技巧,0.76,投放方式,0.76,服务技能,0.7200000000000001,社交媒体,0.7200000000000001,ajax,0.7,工作态度,0.7,客户沟通,0.7,html5css,0.68
文化素质,化办公软件,0.8,服务理念,0.76,语言表达,0.75,积极主动,0.75,组织协调力,0.75,普通话标准,0.75,职业道德,0.7200000000000001,沟通表达理,0.68,团队意识,0.6400000000000001,,
游戏产品投放模式,google,0.9,海外社交媒体,0.9,运筹学相关方法,0.9,动物基因组,0.9,运筹学,0.9,运筹学领域算法,0.9,数学建模,0.9,业务问题,0.8,排名规则,0.76,,
号召力,社会实践经历,0.8,工作积极主动,0.76,时尚市场洞察力,0.75,清晰的职业规划,0.75,产品功能,0.75,执行力,0.75,领导力,0.7200000000000001,学生会干部,0.68,管理方向发展,0.6400000000000001,,
处事成熟度,亲和؜力,1.0,向客户介绍,1.0,效沟通技巧,1.0,极富团队合作精神,1.0,责任感6,1.0,必胜客,1.0,计算机操作,1.0,执行力,1.0,工作负责,1.0,,
swift,数据结构,2.8,设计功底,1.95,算法基础,1.95,面向对象分析,1.0,设计模式,1.0,前端工程化,1.0,通信行业,1.0,客户服务,1.0,个人开发,1.0,webpack,1.0
蛋白功能性验证,分子生物学技能,0.8,实验动物,0.76,实验技能,0.7200000000000001,结晶工艺优化,0.68,药物分析,0.6400000000000001,溶出仪,0.6000000000000001,职业道德,0.6,药物代谢,0.5599999999999999,转换医学,0.52,,
视频技能,设计的表达,0.95,视频制作软件,0.95,视频的镜头,0.95,设计审美,0.95,审美力,0.95,adobe,0.95,相机动画,0.95,发散性思维,0.95,视觉设计,0.8,,
数字敏感性,数据回收,0.8,web服务原理,0.8,从事海外销售,0.8,了解公司产品,0.76,团队协作意识,0.76,上服装吊牌,0.76,事业心,0.75,京东各项规定,0.75,语言组织,0.75,详情页策划,0.75
敏锐的观察力,财务软件,0.8,国内会计法律法规,0.76,国家会计法规,0.7200000000000001,财务管理,0.68,财务基础,0.6400000000000001,创业精神,0.6000000000000001,操作系统的基础知识,0.6,独立学习,0.5599999999999999,收政策,0.52,,
时尚触觉,电商行业,0.8,营销管理理念,0.76,平台运营规则,0.7200000000000001,强烈成功欲望,0.68,视觉把控力,0.6400000000000001,增量获取方式,0.6000000000000001,社会实践经历,0.6,营销活动打法,0.5599999999999999,数据变化敏感度,0.52,,
工程软件,市场开拓,0.85,身心健康,0.85,品德端正,0.85,组织协调力,0.85,极强求知欲望,0.85,化办公软件,0.85,检测指标,0.8,检验方法,0.76,接受挑战,0.7200000000000001,,
信息技术,文字功底,0.95,三观正,0.95,自我管理意识,0.95,沟通灵活,0.95,企图心,0.95,观察敏锐,0.95,基本的电脑操作word,0.95,亲和؜力,0.95,配送优化,0.8,,
分析技巧,办公系统,0.8,临床试验经验,0.76,数据采集,0.7200000000000001,数据分析工具,0.68,业务知识,0.6400000000000001,计算机软件,0.6000000000000001,综合处理,0.6,运用office,0.5599999999999999,中英文书面文字功底,0.52,,
故障处理,大数据平台生态组件,0.8,化妆品基础研发流程,0.8,redis,0.8,系统安装,0.8,体系结构,0.8,k8s,0.8,补丁应用,0.76,健康检查,0.7200000000000001,基础生物学中细胞,0.68,,
产品成型,软件开发基础,0.8,致力向项目管理,0.76,系统识别,0.7200000000000001,学上进心,0.68,产品交互设计,0.6400000000000001,功能逻辑设计相关流程,0.6000000000000001,社会实践经验,0.6,创造力,0.5599999999999999,极富团队合作精神,0.52,,
表面处理工艺,环保相关的法规,0.9,玻璃纤维,0.9,工程设计软件,0.9,各向同性材料,0.9,飞机结构设计相关软件,0.9,常用材料特性,0.9,产品开发流程,0.9,塑成型工艺,0.8,五金模具结构,0.76,,
语言感染力,基础车辆产品知识,0.8,物流知识,0.76,软件测试基本规范,0.7200000000000001,组件化,0.7,模块化,0.7,物流管理业务流程,0.7,结果导向思维,0.68,自动化开发经验,0.6400000000000001,用户服务意识,0.6000000000000001,,
吸收行业优秀运维经验,正形象气质,0.95,化办公软件,0.95,offic办公软件,0.95,办公室行政工作流程,0.95,文字编辑,0.95,团队协作意识,0.95,公文写作格式,0.95,单cad,0.95,沟通反馈意识,0.8,,
工程安全生产的法律法规,linux操作命令4,0.85,漏洞的内在原理,0.85,安全生产管理技术,0.85,攻防技术,0.85,安全漏洞,0.85,python程序,0.85,国家政策,0.8,常见攻击,0.76,利用方式,0.7200000000000001,,
快速适应,创新意识,3.55,思维敏捷,2.8,可塑性,2.55,团队协作意识,2.4000000000000004,社会实践活动者,0.95,思维灵活,0.95,沟通协作,0.95,机械类相关证书,0.95,极富团队合作精神,0.95,抗压性,0.95
1种外语技能,德语听说读写,0.8,商务英语,0.76,德语专业等级证书,0.7200000000000001,wish,0.68,语言证书,0.6400000000000001,效维护公,0.6000000000000001,书面交流,0.5599999999999999,灵活解决问题,0.52,亚马逊,0.48,,
极强求知欲望,接受挑战,1.48,处理管理,0.8,实践经验,0.8,观察力,0.8,事业进取心,0.8,抗压性,0.8,检测指标,0.8,意向往销售管理发展,0.8,用户研究常见方法,0.8,主动解决问题,0.76
行情走势分析,法律专业知识,0.95,高度提炼,0.95,会计专业功底,0.95,投资机构,0.95,基金行业的法律法规,0.95,财务基础,0.95,相关政策,0.95,学习体系,0.95,私募基金运作管理,0.8,,
品德优良,管道应力分析工作流程,0.8,分析工况,0.76,国内外相关规范,0.7200000000000001,船级社,0.68,inventor,0.6400000000000001,英语书面,0.6000000000000001,专业软件,0.5599999999999999,液化工厂,0.52,offic办公软件,0.48,,
创新求变,英语沟通,0.8,校内外活动,0.76,实践经历,0.7200000000000001,行业业务,0.68,光学材料,0.65,ppt操作,0.65,装配测试技术知识,0.6400000000000001,学习敏锐度,0.6000000000000001,敏锐进取,0.5599999999999999,,
分析背景,数据仓库理论,0.8,搭建公式,0.76,spark,0.7200000000000001,数据架构,0.68,数组公式,0.6400000000000001,逻辑化,0.6000000000000001,数据逻辑思维,0.5599999999999999,图形硬件架构,0.52,应用函数,0.48,,
visio\axure,python程序,0.8,windows,0.8,shell命令,0.8,服务器操作系统,0.8,嵌入式处理,0.8,linux操作系统,0.8,基金托管外包业务,0.76,空间几何,0.7200000000000001,数学方程,0.68,,
影响力较好,团队协作意识,0.8,强烈成功欲望,0.76,目标敏感,0.7200000000000001,offic办公软件,0.68,物流行业社会实践经验,0.6400000000000001,抗压素质,0.6000000000000001,抗压性,0.6,管理协调,0.5599999999999999,人际理解,0.52,,
运筹学,业务问题,0.8,产品嗅觉,0.8,市场发展现状,0.76,排名规则,0.76,运筹学领域算法,0.75,动物基因组,0.75,运筹学相关方法,0.75,google,0.75,综合能源系统,0.7200000000000001,游戏产品投放模式,0.7200000000000001
生物材料相互作用研究,高温材料研究,0.8,微流控,0.76,材料分析设备,0.7200000000000001,静电纺丝,0.68,口头表达,0.6400000000000001,组织工程,0.6000000000000001,胶粘剂,0.6,阅读英文文献自主性,0.5599999999999999,油性聚氨酯体系产品,0.52,,
知识产权法律法规,工作作风,0.8,积极主动,0.8,专利代理人资格证,0.8,报告撰写,0.8,知识产权,0.8,语言表达流利,0.8,技术理解力,0.76,电脑办公软操作,0.7200000000000001,真努力,0.68,,
参与过项目采购,沟通谈判,0.8,英语四级通,0.76,积极热情,0.7200000000000001,采购数据,0.68,实习经验,0.6400000000000001,务实求真,0.6000000000000001,三年以上,0.5599999999999999,法律专业知识,0.52,付款方式,0.48,,
头脑思维灵活,行业信息洞察,0.8,打字流畅,0.76,区块链行业,0.75,需求分析方法,0.75,理论基础知识,0.75,问题解决,0.75,研发过程管理,0.7200000000000001,主动性优,0.68,管理产业链,0.6400000000000001,,
常规分析测试仪器,锂电池测试流程,0.95,查阅英文文献,0.95,计算机软件,0.95,动力电池开发,0.95,实验设计,0.95,caffe,0.95,英语沟通,0.95,minitab,0.95,模型搭建,0.8,,
产品外观,文字功底,0.85,极富团队合作精神,0.85,质量意识,0.85,合同管理专业知识,0.85,化办公软件,0.85,外延产品知识,0.85,word文档,0.8,法律专业知识,0.76,ppt操作,0.7200000000000001,,
net,mybati,1.6400000000000001,后端系统,1.0,云计算工作经验,1.0,前后端代码分离架构,1.0,英语四级通,1.0,型关系型数据库,1.0,阿里巴巴,1.0,分布式微服务,1.0,创业心态,1.0,业务分析设计,0.8
实验报告,药代动力,0.9,发动机轮系,0.9,发流程,0.9,英文书写,0.9,电控件,0.9,强电工程规范,0.9,实验平台,0.9,匹配分析,0.8,药物研究,0.76,,
强烈成功欲望,目标敏感,8.98,社会实践经历,3.2800000000000002,抗压性,2.95,进取心,2.75,沟通表达理,2.0,亲和؜力,1.95,执行力,1.9,offic办公软件,1.85,组织协调力,1.85,语言表达,1.7
人际理解,思维活跃,0.95,线上营销,0.95,文案功底,0.95,数字营销,0.95,口齿清晰,0.95,接受新事物的意识,0.95,创新意识,0.95,符合中欧基金,0.95,商务谈判技巧,0.9,组织管理,0.9
机动性,中文普通话,0.8,项目式的销售,0.76,市场动态,0.7200000000000001,商务公关技巧,0.68,综合管理,0.6400000000000001,保证项目质量,0.6000000000000001,英语沟通,0.5599999999999999,英语语言,0.52,态度谦,0.48,,
投入度,价值牵引意识,0.8,全局意识,0.76,项目推动意识,0.75,敏感性,0.75,面向对象的思想,0.75,数据结构,0.75,技术理论知识,0.7200000000000001,计算机专业基础知识,0.68,问题识,0.6400000000000001,,
平台运营环境,空白市场,0.9,亚马逊平台规则与政策,0.9,海外仓运作模式,0.9,平台各项政策,0.9,1年以上工作经验,0.9,商品管理经验,0.9,检索方法,0.9,英语四级通,0.8,平台相关政策,0.76,,
数通厂商设备配置,liunx命令,0.8,huawei,0.8,redis,0.8,洞察力,0.8,逻辑思考力,0.8,python程序,0.8,电子产品,0.76,路由协议,0.7200000000000001,linux操作系统,0.68,,
广泛传播效果,阅读量大,0.8,结合公司实际情况,0.76,电商运营模式,0.7200000000000001,公众号运营,0.7,新媒体,0.7,小红书,0.7,文案撰写,0.68,热点案,0.6400000000000001,近期的热点话题,0.6000000000000001,,
总结分析,offic办公软件,1.6,逻辑思考力,1.6,风险识,0.8,执行力,0.8,市场意识,0.8,化办公软件,0.8,市场开拓,0.8,爱剪辑,0.8,洞察力,0.8,企图心,0.8
市场敏锐度,思维敏感,0.8,乐观向上,0.8,亲和؜力,0.8,三观正,0.8,勇于挑战固,0.8,演讲技巧,0.8,目标敏感,0.76,热水器,0.7200000000000001,语言文字,0.68,,
解决网络,负责公司电脑系统的维护,0.95,三层网络协议,0.95,态度积极主动,0.95,计算机基础理论知识,0.95,汇报材料,0.95,设计文档,0.95,综合布线,0.95,服务器,0.95,物联网产品开发经验,0.8,,
该语言的听,自驱力,0.95,自驱动力,0.95,表达沟通,0.95,游戏经验,0.95,沟通表达理,0.95,接受新事物的意识,0.95,抗压性,0.95,服务意识足,0.95,游戏用词,0.8,,
处理客户关系,影响范围,1.0,全面性,1.0,文字编辑功底,1.0,数据收集分析,1.0,乐观积极,1.0,市场研究技术,1.0,抽样方法,1.0,反馈率,1.0,沟通交互,1.0,,
热情耐心,职业道德,1.0,电子商务业务销售技巧,1.0,了解公司产品,1.0,敬业奋斗,1.0,道德品质,1.0,正能量,1.0,口头表达,1.0,文明礼貌,1.0,人力资源,1.0,,
电话营销技能,学校社团,0.8,攫取欲望,0.76,媒介市场行情,0.7200000000000001,笔记本,0.68,学习欲望,0.6400000000000001,英语沟通,0.6000000000000001,销售行业,0.5599999999999999,信息网络安全的理念,0.52,信息安全行业,0.48,,
叶片造型,行业研究,0.8,财务会计知识,0.8,统计分析原理,0.8,经济知识,0.8,英文书写,0.8,基本实验基础,0.8,损失模型,0.76,多级轴流压气机气动设计体系,0.7200000000000001,实验设计思路,0.68,,
存储过程的编写,面向对象,0.9,移动客户,0.9,英语水平,0.9,word文档,0.9,html5css,0.9,数据结构,0.9,net,0.9,业务分析设计,0.8,业务抽象,0.76,,
连接池,高度额责任心,0.95,团队精神6,0.95,装配建模,0.95,设计理论,0.95,敏捷的创意思维,0.95,抗压性,0.95,工作原理,0.95,创造性思维,0.95,汽车结构,0.8,,
汽车结构,创造性思维,1.0,敏捷的创意思维,1.0,设计理论,1.0,高度额责任心,1.0,装配建模,1.0,连接池,1.0,工作原理,1.0,抗压性,1.0,团队精神6,1.0,从事系统运维方向,0.85
团队管理精神,财务管理,0.85,在线沟通工具,0.85,会计核算,0.85,护士执业资格证,0.85,税务管理,0.85,网络知识,0.85,视觉设计,0.8,html5css,0.76,设计的表达,0.7200000000000001,,
医疗影像专业,接受挑战,1.0,效沟通技巧,1.0,市场口碑,1.0,挖掘意,1.0,自助打印,1.0,开拓精神,1.0,用户服务意识,1.0,数据变化敏感度,1.0,公司政策,1.0,,
自驱动力,抗压性,2.02,沟通表达理,1.93,高度额责任心,1.8400000000000003,逻辑思考力,1.55,普通话标准,1.4400000000000002,offic办公软件,1.42,自驱力,1.4000000000000001,服务意识足,1.3599999999999999,创新意识,1.28,化办公软件,1.24
证券市场,分享交流,0.8,乐于团队协作,0.76,人际交往,0.75,证券产品,0.75,上市公司证券实习经验,0.75,高度提炼,0.75,职业道德,0.7200000000000001,证券从业资,0.68,学习体系,0.6400000000000001,,
机器视觉的原理,服务流程,1.0,自律性,1.0,伺服驱动器产品,1.0,公司驱动器,1.0,电力系统运行规程,1.0,机电安装知识,1.0,流量计,1.0,安全规范,1.0,计算机操作,1.0,,
色彩光影,空间轮廓,0.8,涉猎广泛,0.76,动画设计专业知识,0.7200000000000001,基本软件工具,0.68,illustrator,0.6400000000000001,实美术基础,0.6000000000000001,差异化,0.5599999999999999,动画功底,0.52,室内设计风格,0.48,,
合同文本,组织活动经验,0.8,offic办公软件,0.76,听说读写,0.7200000000000001,课程学习成绩,0.68,采购相关操作流程,0.6400000000000001,行政物资,0.6000000000000001,抗压性,0.6,采购流程,0.5599999999999999,学生会干部,0.52,,
生活习惯,职业道德,0.8,普通话标准,0.76,公关礼仪,0.7200000000000001,高度额责任心,0.7,拼多多规则,0.7,勤劳上进,0.7,商务谈判,0.68,天猫客服后台操作,0.6400000000000001,语言沟通,0.6000000000000001,,
前端项目开发经验,html5css,0.8,标准工时,0.76,工程分析,0.7200000000000001,前端开发框架,0.68,人员优化,0.6400000000000001,react技术栈,0.6000000000000001,进取心,0.6,计算机软件,0.5599999999999999,算法基础,0.52,,
媒体内容特点,招商流程,0.95,强烈成功欲望,0.95,招商工作流程,0.95,灵活驾驭不同领域,0.95,人际交际,0.95,供应商资源,0.95,表现形式,0.95,供应链业务,0.95,新闻媒介素养,0.8,,
关注客户,商务谈判技巧,0.95,团队合作适应性,0.95,学习欲望,0.95,党团干部,0.95,进取心,0.95,高度额责任心,0.95,阅读英文资料,0.95,核心胜任力,0.95,热衷销售,0.8,,
原价管理,合同签订,0.8,营业场所管理,0.76,初级账务管理,0.7200000000000001,物业现场管理,0.68,服务意识足,0.65,现金管理知识,0.65,绿化卫生管理,0.6400000000000001,基建管理,0.6000000000000001,招商管理,0.5599999999999999,,
纺织品,基本实验基础,1.0,拉力机,1.0,色谱分析,1.0,岩土专业知识,1.0,光谱分析,1.0,实验室工作,1.0,生物实验操作技能,1.0,团队协作意识,1.0,基础理论知识,1.0,,
常规剪辑软件,视频类软件,0.85,镜头运动,0.85,审美力,0.85,premiere,0.85,剪辑思路,0.85,拍摄器材,0.85,视频生产流程,0.8,文功底,0.76,镜头感觉,0.7200000000000001,,
阅读英文资料,服务设计工具,1.0,思路清晰文笔,1.0,问题解决,1.0,电子商务流程,1.0,维系客户粘度,1.0,社交媒体平台,1.0,代码经历,1.0,聊天软件,1.0,用户服务意识,1.0,团队合作适应性,0.9
模块化,基础车辆产品知识,0.8,物流知识,0.76,软件测试基本规范,0.7200000000000001,结果导向思维,0.68,组件化,0.65,物流管理业务流程,0.65,自动化开发经验,0.6400000000000001,用户服务意识,0.6000000000000001,语言感染力,0.5599999999999999,,
查阅英文文献,计算机软件,0.8,模型搭建,0.8,锂电池测试流程,0.8,英语沟通,0.8,minitab,0.8,动力电池开发,0.8,常规分析测试仪器,0.76,caffe,0.7200000000000001,实验设计,0.68,,
撰写新闻稿,活动制定,0.8,工作韧性,0.76,推广方式能做综合描述2,0.7200000000000001,活动物料的工艺,0.68,洞察市场,0.65,宏观经济,0.65,护肤品牌,0.6400000000000001,各类策划方案提案的撰写,0.6000000000000001,对公共关系维系,0.5599999999999999,,
文化理念,团队意识,1.0,灯光材质的运用,1.0,高度认同公司企业文化,1.0,高难度项目文件,1.0,报告撰写,1.0,结果导向思维,1.0,美术功底,1.0,宏观经济,1.0,安全性评估流程,1.0,,
工控机方面经验,计算机应用软件工具,0.8,用户服务意识,0.76,电气测量,0.7200000000000001,事故判断,0.68,计算机操作,0.6400000000000001,自动控制理论基础,0.6000000000000001,正直诚信,0.5599999999999999,效沟通技巧,0.52,ppt操作,0.48,,
镜头感觉,审美力,2.43,视频类软件,0.9,剪辑思路,0.9,拍摄器材,0.9,premiere,0.9,镜头运动,0.9,常规剪辑软件,0.9,美工功底,0.85,设计功底,0.85,主流的特效制作软件,0.85
学习卡推广,普通话标准,1.0,进取心,1.0,口齿清晰,1.0,知识学习,1.0,挖掘客户的潜力,1.0,高度额责任心,1.0,热爱公司的花花草草,1.0,销售渠道,1.0,心态积极,1.0,,
数据分析报,rpg,0.8,程序设计语言,0.76,游戏中各类术语含义,0.7200000000000001,游戏系统,0.68,优化思维,0.6400000000000001,游戏玩法,0.6000000000000001,用户付费偏好,0.6,音乐制作流程,0.5599999999999999,游戏业务付费用户心理,0.52,,
服务技能,工作态度,0.9,html5css,0.9,短视频,0.9,网络营销,0.9,客户沟通,0.9,ajax,0.9,职业道德,0.9,产品信息,0.8,护肤技巧,0.76,,
游戏业务付费用户心理,rpg,0.8,程序设计语言,0.76,游戏中各类术语含义,0.7200000000000001,游戏系统,0.68,用户付费偏好,0.65,数据分析报,0.65,优化思维,0.6400000000000001,游戏玩法,0.6000000000000001,音乐制作流程,0.5599999999999999,,
各类海外推广渠道,发散性思维,0.8,从数据,0.76,素材发现,0.7200000000000001,数据变化敏感度,0.68,手游用户群体,0.6400000000000001,分析总结,0.6000000000000001,热爱游戏制作,0.6,海外主流,0.5599999999999999,操作规则,0.52,,
java语言,数据结构,6.929999999999999,多线程处理,3.9,mybati,3.9,redis,3.75,python程序,3.51,springcloud,3.0,html5css,2.0,linux操作命令4,1.4400000000000002,git开发流程,1.0,分布式系统的设计,1.0
摄像机,审美力,0.8,专业摄影技巧,0.76,美学知识,0.7200000000000001,创意写作,0.68,绘制分镜头,0.6400000000000001,专业设备,0.6000000000000001,灯光设备,0.5599999999999999,主流软件,0.52,小红书,0.48,,
怪兽制作,赛璐璐画法,0.8,手绘板绘制,0.76,造型表现力,0.7200000000000001,创造力,0.7,表现力,0.7,数位屏,0.7,彩修正,0.68,美术基础,0.6400000000000001,美术功底,0.6000000000000001,,
文献搜索,独立逻辑思维,0.8,正直善良,0.76,分析方法,0.7200000000000001,勤奋踏实,0.68,流场分析,0.6400000000000001,会计专业知识,0.6000000000000001,行业洞察力,0.5599999999999999,乐于接受挑战,0.52,时空转录组学技术原理,0.48,,
学习接受?力,从事海外销售,0.8,上服装吊牌,0.76,化办公软件,0.75,数字敏感性,0.75,成本意识,0.75,英文书写,0.75,跟单操作流程,0.7200000000000001,协调沟通,0.68,水洗唛,0.6400000000000001,,
技术基础,lua,0.8,数据结构,0.76,美术基础,0.75,利用美术相关软件,0.75,特效制作流程,0.75,架构设计,0.75,游戏特效,0.7200000000000001,美术创作理论,0.68,理解算法,0.6400000000000001,,
网络协议,python程序,1.48,开发语言,0.9,机器学习,0.9,web安全,0.9,数据结构,0.9,数理统计分析,0.9,理解算法,0.9,tornado,0.9,组织沟通,0.8,数学统计知识,0.76
